,GDPC1,CPILFESL,PCEPI,PPIFID,DFEDTARU,CSUSHPISA,UNRATE,SP500,DGS10,T10Y2Y,T10Y3M,T10YIE,FEDFUNDS,CPIAUCSL,M2,M2V,BASE,USSLIND,UMCSENT,IPMAN,HOUST,GS10,BAA10Y,TEDRATE,WALCL,GDP,DTWEXB,BAMLH0A0HYM2,DGS2,A191RP1Q027SBEA,VIXCLS
2013-11-23,16712.76,235.359,101.881,109.4,0.25,160.07399999999998,6.9,1804.76,2.75,2.44,2.68,2.19,0.08,234.1,10950.9,1.559,3682.392,1.54,75.1,99.6732,1100.0,2.72,2.65,0.17,3906620.0,17133.114,101.5837,4.3,0.31,5.4,12.26
2013-11-24,16712.76,235.359,101.881,109.4,0.25,160.07399999999998,6.9,1804.76,2.75,2.44,2.68,2.19,0.08,234.1,10950.9,1.559,3682.392,1.54,75.1,99.6732,1100.0,2.72,2.65,0.17,3906620.0,17133.114,101.5837,4.3,0.31,5.4,12.26
2013-11-25,16712.76,235.359,101.881,109.4,0.25,160.07399999999998,6.9,1802.48,2.74,2.44,2.66,2.18,0.08,234.1,10978.6,1.559,3682.392,1.54,75.1,99.6732,1100.0,2.72,2.65,0.16,3906620.0,17133.114,101.7105,4.27,0.3,5.4,12.79
2013-11-26,16712.76,235.359,101.881,109.4,0.25,160.07399999999998,6.9,1802.75,2.71,2.42,2.64,2.17,0.08,234.1,10978.6,1.559,3682.392,1.54,75.1,99.6732,1100.0,2.72,2.63,0.17,3906620.0,17133.114,101.6943,4.27,0.29,5.4,12.81
2013-11-27,16712.76,235.359,101.881,109.4,0.25,160.07399999999998,6.9,1807.23,2.74,2.46,2.67,2.16,0.08,234.1,10978.6,1.559,3689.518,1.54,75.1,99.6732,1100.0,2.72,2.63,0.17,3925876.0,17133.114,101.8722,4.24,0.28,5.4,12.98
2013-11-28,16712.76,235.359,101.881,109.4,0.25,160.07399999999998,6.9,1807.23,2.74,2.46,2.67,2.16,0.08,234.1,10978.6,1.559,3689.518,1.54,75.1,99.6732,1100.0,2.72,2.63,0.17,3925876.0,17133.114,101.8722,4.24,0.28,5.4,12.98
2013-11-29,16712.76,235.359,101.881,109.4,0.25,160.07399999999998,6.9,1805.81,2.75,2.47,2.69,2.15,0.08,234.1,10978.6,1.559,3689.518,1.54,75.1,99.6732,1100.0,2.72,2.61,0.18,3925876.0,17133.114,101.8225,4.23,0.28,5.4,13.7
2013-11-30,16712.76,235.359,101.881,109.4,0.25,160.07399999999998,6.9,1805.81,2.75,2.47,2.69,2.15,0.08,234.1,10978.6,1.559,3689.518,1.54,75.1,99.6732,1100.0,2.72,2.61,0.18,3925876.0,17133.114,101.8225,4.27,0.28,5.4,13.7
2013-12-01,16712.76,235.759,102.084,109.3,0.25,160.994,6.7,1805.81,2.75,2.47,2.69,2.15,0.09,234.719,10978.6,1.559,3689.518,1.5,82.5,99.4981,1002.0,2.9,2.61,0.18,3925876.0,17133.114,101.8225,4.27,0.28,5.4,13.7
2013-12-02,16712.76,235.759,102.084,109.3,0.25,160.994,6.7,1800.9,2.81,2.51,2.76,2.15,0.09,234.719,10998.4,1.559,3689.518,1.5,82.5,99.4981,1002.0,2.9,2.6,0.19,3925876.0,17133.114,102.073,4.19,0.3,5.4,14.23
2013-12-03,16712.76,235.759,102.084,109.3,0.25,160.994,6.7,1795.15,2.79,2.51,2.73,2.15,0.09,234.719,10998.4,1.559,3689.518,1.5,82.5,99.4981,1002.0,2.9,2.6,0.18,3925876.0,17133.114,102.0141,4.22,0.28,5.4,14.55
2013-12-04,16712.76,235.759,102.084,109.3,0.25,160.994,6.7,1792.81,2.84,2.54,2.78,2.11,0.09,234.719,10998.4,1.559,3689.518,1.5,82.5,99.4981,1002.0,2.9,2.62,0.18,3932626.0,17133.114,102.0792,4.19,0.3,5.4,14.7
2013-12-05,16712.76,235.759,102.084,109.3,0.25,160.994,6.7,1785.03,2.88,2.58,2.82,2.12,0.09,234.719,10998.4,1.559,3689.518,1.5,82.5,99.4981,1002.0,2.9,2.59,0.18,3932626.0,17133.114,101.6709,4.16,0.3,5.4,15.08
2013-12-06,16712.76,235.759,102.084,109.3,0.25,160.994,6.7,1805.09,2.88,2.58,2.82,2.11,0.09,234.719,10998.4,1.559,3689.518,1.5,82.5,99.4981,1002.0,2.9,2.58,0.18,3932626.0,17133.114,101.562,4.13,0.3,5.4,13.79
2013-12-07,16712.76,235.759,102.084,109.3,0.25,160.994,6.7,1805.09,2.88,2.58,2.82,2.11,0.09,234.719,10998.4,1.559,3689.518,1.5,82.5,99.4981,1002.0,2.9,2.58,0.18,3932626.0,17133.114,101.562,4.13,0.3,5.4,13.79
2013-12-08,16712.76,235.759,102.084,109.3,0.25,160.994,6.7,1805.09,2.88,2.58,2.82,2.11,0.09,234.719,10998.4,1.559,3689.518,1.5,82.5,99.4981,1002.0,2.9,2.58,0.18,3932626.0,17133.114,101.562,4.13,0.3,5.4,13.79
2013-12-09,16712.76,235.759,102.084,109.3,0.25,160.994,6.7,1808.37,2.86,2.56,2.79,2.12,0.09,234.719,11015.7,1.559,3689.518,1.5,82.5,99.4981,1002.0,2.9,2.57,0.17,3932626.0,17133.114,101.2861,4.11,0.3,5.4,13.49
2013-12-10,16712.76,235.759,102.084,109.3,0.25,160.994,6.7,1802.62,2.81,2.51,2.74,2.12,0.09,234.719,11015.7,1.559,3689.518,1.5,82.5,99.4981,1002.0,2.9,2.56,0.17,3932626.0,17133.114,101.2861,4.15,0.3,5.4,13.91
2013-12-11,16712.76,235.759,102.084,109.3,0.25,160.994,6.7,1782.22,2.86,2.55,2.79,2.15,0.09,234.719,11015.7,1.559,3715.833,1.5,82.5,99.4981,1002.0,2.9,2.55,0.17,3993955.0,17133.114,101.2412,4.11,0.31,5.4,15.42
2013-12-12,16712.76,235.759,102.084,109.3,0.25,160.994,6.7,1775.5,2.89,2.55,2.82,2.14,0.09,234.719,11015.7,1.559,3715.833,1.5,82.5,99.4981,1002.0,2.9,2.53,0.17,3993955.0,17133.114,101.5809,4.11,0.34,5.4,15.54
2013-12-13,16712.76,235.759,102.084,109.3,0.25,160.994,6.7,1775.32,2.88,2.54,2.81,2.16,0.09,234.719,11015.7,1.559,3715.833,1.5,82.5,99.4981,1002.0,2.9,2.5,0.17,3993955.0,17133.114,101.5165,4.12,0.34,5.4,15.76
2013-12-14,16712.76,235.759,102.084,109.3,0.25,160.994,6.7,1775.32,2.88,2.54,2.81,2.16,0.09,234.719,11015.7,1.559,3715.833,1.5,82.5,99.4981,1002.0,2.9,2.5,0.17,3993955.0,17133.114,101.5165,4.12,0.34,5.4,15.76
2013-12-15,16712.76,235.759,102.084,109.3,0.25,160.994,6.7,1775.32,2.88,2.54,2.81,2.16,0.09,234.719,11015.7,1.559,3715.833,1.5,82.5,99.4981,1002.0,2.9,2.5,0.17,3993955.0,17133.114,101.5165,4.12,0.34,5.4,15.76
2013-12-16,16712.76,235.759,102.084,109.3,0.25,160.994,6.7,1786.54,2.89,2.55,2.82,2.18,0.09,234.719,11018.6,1.559,3715.833,1.5,82.5,99.4981,1002.0,2.9,2.5,0.17,3993955.0,17133.114,101.383,4.09,0.34,5.4,16.03
2013-12-17,16712.76,235.759,102.084,109.3,0.25,160.994,6.7,1781.0,2.85,2.51,2.78,2.18,0.09,234.719,11018.6,1.559,3715.833,1.5,82.5,99.4981,1002.0,2.9,2.5,0.17,3993955.0,17133.114,101.4574,4.15,0.34,5.4,16.21
2013-12-18,16712.76,235.759,102.084,109.3,0.25,160.994,6.7,1810.65,2.89,2.57,2.82,2.17,0.09,234.719,11018.6,1.559,3715.833,1.5,82.5,99.4981,1002.0,2.9,2.5,0.18,4008062.0,17133.114,101.5888,4.14,0.32,5.4,13.8
2013-12-19,16712.76,235.759,102.084,109.3,0.25,160.994,6.7,1809.6,2.94,2.59,2.88,2.15,0.09,234.719,11018.6,1.559,3715.833,1.5,82.5,99.4981,1002.0,2.9,2.42,0.19,4008062.0,17133.114,101.9222,4.07,0.35,5.4,14.15
2013-12-20,16712.76,235.759,102.084,109.3,0.25,160.994,6.7,1818.32,2.89,2.52,2.82,2.16,0.09,234.719,11018.6,1.559,3715.833,1.5,82.5,99.4981,1002.0,2.9,2.38,0.18,4008062.0,17133.114,101.9083,4.04,0.37,5.4,13.79
2013-12-21,16712.76,235.759,102.084,109.3,0.25,160.994,6.7,1818.32,2.89,2.52,2.82,2.16,0.09,234.719,11018.6,1.559,3715.833,1.5,82.5,99.4981,1002.0,2.9,2.38,0.18,4008062.0,17133.114,101.9083,4.04,0.37,5.4,13.79
2013-12-22,16712.76,235.759,102.084,109.3,0.25,160.994,6.7,1818.32,2.89,2.52,2.82,2.16,0.09,234.719,11018.6,1.559,3715.833,1.5,82.5,99.4981,1002.0,2.9,2.38,0.18,4008062.0,17133.114,101.9083,4.04,0.37,5.4,13.79
2013-12-23,16712.76,235.759,102.084,109.3,0.25,160.994,6.7,1827.99,2.94,2.56,2.87,2.18,0.09,234.719,11040.6,1.559,3715.833,1.5,82.5,99.4981,1002.0,2.9,2.35,0.18,4008062.0,17133.114,101.7647,4.0,0.38,5.4,13.04
2013-12-24,16712.76,235.759,102.084,109.3,0.25,160.994,6.7,1833.32,2.99,2.61,2.92,2.19,0.09,234.719,11040.6,1.559,3715.833,1.5,82.5,99.4981,1002.0,2.9,2.36,0.18,4008062.0,17133.114,101.8696,3.96,0.38,5.4,12.48
2013-12-25,16712.76,235.759,102.084,109.3,0.25,160.994,6.7,1833.32,2.99,2.61,2.92,2.19,0.09,234.719,11040.6,1.559,3670.291,1.5,82.5,99.4981,1002.0,2.9,2.36,0.18,4032575.0,17133.114,101.8696,3.96,0.38,5.4,12.48
2013-12-26,16712.76,235.759,102.084,109.3,0.25,160.994,6.7,1842.02,3.0,2.58,2.93,2.2,0.09,234.719,11040.6,1.559,3670.291,1.5,82.5,99.4981,1002.0,2.9,2.37,0.18,4032575.0,17133.114,101.9656,3.96,0.42,5.4,12.33
2013-12-27,16712.76,235.759,102.084,109.3,0.25,160.994,6.7,1841.4,3.02,2.62,2.95,2.22,0.09,234.719,11040.6,1.559,3670.291,1.5,82.5,99.4981,1002.0,2.9,2.37,0.18,4032575.0,17133.114,101.8902,3.96,0.4,5.4,12.46
2013-12-28,16712.76,235.759,102.084,109.3,0.25,160.994,6.7,1841.4,3.02,2.62,2.95,2.22,0.09,234.719,11040.6,1.559,3670.291,1.5,82.5,99.4981,1002.0,2.9,2.37,0.18,4032575.0,17133.114,101.8902,3.96,0.4,5.4,12.46
2013-12-29,16712.76,235.759,102.084,109.3,0.25,160.994,6.7,1841.4,3.02,2.62,2.95,2.22,0.09,234.719,11040.6,1.559,3670.291,1.5,82.5,99.4981,1002.0,2.9,2.37,0.18,4032575.0,17133.114,101.8902,3.96,0.4,5.4,12.46
2013-12-30,16712.76,235.759,102.084,109.3,0.25,160.994,6.7,1841.07,2.99,2.6,2.92,2.23,0.09,234.719,11038.8,1.559,3670.291,1.5,82.5,99.4981,1002.0,2.9,2.35,0.18,4032575.0,17133.114,101.6809,3.97,0.39,5.4,13.56
2013-12-31,16712.76,235.759,102.084,109.3,0.25,160.994,6.7,1848.36,3.04,2.66,2.97,2.24,0.09,234.719,11038.8,1.559,3670.291,1.5,82.5,99.4981,1002.0,2.9,2.33,0.18,4032575.0,17133.114,101.7424,4.0,0.38,5.4,13.72
2014-01-01,16654.247,235.961,102.278,109.7,0.25,161.928,6.6,1848.36,3.04,2.66,2.97,2.24,0.07,235.288,11038.8,1.537,3670.291,1.85,81.2,98.405,888.0,2.86,2.33,0.18,4023640.0,17144.281,101.7424,4.0,0.38,0.3,13.72
2014-01-02,16654.247,235.961,102.278,109.7,0.25,161.928,6.6,1831.98,3.0,2.61,2.93,2.26,0.07,235.288,11038.8,1.537,3670.291,1.85,81.2,98.405,888.0,2.86,2.34,0.17,4023640.0,17144.281,101.9928,4.0,0.39,0.3,14.23
2014-01-03,16654.247,235.961,102.278,109.7,0.25,161.928,6.6,1831.37,3.01,2.6,2.94,2.26,0.07,235.288,11038.8,1.537,3670.291,1.85,81.2,98.405,888.0,2.86,2.34,0.17,4023640.0,17144.281,102.0371,3.98,0.41,0.3,13.76
2014-01-04,16654.247,235.961,102.278,109.7,0.25,161.928,6.6,1831.37,3.01,2.6,2.94,2.26,0.07,235.288,11038.8,1.537,3670.291,1.85,81.2,98.405,888.0,2.86,2.34,0.17,4023640.0,17144.281,102.0371,3.98,0.41,0.3,13.76
2014-01-05,16654.247,235.961,102.278,109.7,0.25,161.928,6.6,1831.37,3.01,2.6,2.94,2.26,0.07,235.288,11038.8,1.537,3670.291,1.85,81.2,98.405,888.0,2.86,2.34,0.17,4023640.0,17144.281,102.0371,3.98,0.41,0.3,13.76
2014-01-06,16654.247,235.961,102.278,109.7,0.25,161.928,6.6,1826.77,2.98,2.58,2.93,2.26,0.07,235.288,11048.1,1.537,3670.291,1.85,81.2,98.405,888.0,2.86,2.32,0.19,4023640.0,17144.281,102.1027,3.96,0.4,0.3,13.55
2014-01-07,16654.247,235.961,102.278,109.7,0.25,161.928,6.6,1837.88,2.96,2.56,2.92,2.26,0.07,235.288,11048.1,1.537,3670.291,1.85,81.2,98.405,888.0,2.86,2.32,0.2,4023640.0,17144.281,102.2215,3.92,0.4,0.3,12.92
2014-01-08,16654.247,235.961,102.278,109.7,0.25,161.928,6.6,1837.49,3.01,2.58,2.96,2.29,0.07,235.288,11048.1,1.537,3665.781,1.85,81.2,98.405,888.0,2.86,2.31,0.19,4028185.0,17144.281,102.3967,3.87,0.43,0.3,12.87
2014-01-09,16654.247,235.961,102.278,109.7,0.25,161.928,6.6,1838.13,2.97,2.53,2.93,2.31,0.07,235.288,11048.1,1.537,3665.781,1.85,81.2,98.405,888.0,2.86,2.31,0.2,4028185.0,17144.281,102.5033,3.88,0.44,0.3,12.89
2014-01-10,16654.247,235.961,102.278,109.7,0.25,161.928,6.6,1842.37,2.88,2.49,2.83,2.29,0.07,235.288,11048.1,1.537,3665.781,1.85,81.2,98.405,888.0,2.86,2.32,0.19,4028185.0,17144.281,102.1592,3.95,0.39,0.3,12.14
2014-01-11,16654.247,235.961,102.278,109.7,0.25,161.928,6.6,1842.37,2.88,2.49,2.83,2.29,0.07,235.288,11048.1,1.537,3665.781,1.85,81.2,98.405,888.0,2.86,2.32,0.19,4028185.0,17144.281,102.1592,3.95,0.39,0.3,12.14
2014-01-12,16654.247,235.961,102.278,109.7,0.25,161.928,6.6,1842.37,2.88,2.49,2.83,2.29,0.07,235.288,11048.1,1.537,3665.781,1.85,81.2,98.405,888.0,2.86,2.32,0.19,4028185.0,17144.281,102.1592,3.95,0.39,0.3,12.14
2014-01-13,16654.247,235.961,102.278,109.7,0.25,161.928,6.6,1819.2,2.84,2.45,2.81,2.27,0.07,235.288,11046.5,1.537,3665.781,1.85,81.2,98.405,888.0,2.86,2.34,0.21,4028185.0,17144.281,102.0373,3.97,0.39,0.3,13.28
2014-01-14,16654.247,235.961,102.278,109.7,0.25,161.928,6.6,1838.88,2.88,2.49,2.84,2.26,0.07,235.288,11046.5,1.537,3665.781,1.85,81.2,98.405,888.0,2.86,2.34,0.2,4028185.0,17144.281,102.1663,3.92,0.39,0.3,12.28
2014-01-15,16654.247,235.961,102.278,109.7,0.25,161.928,6.6,1848.38,2.9,2.49,2.86,2.28,0.07,235.288,11046.5,1.537,3665.781,1.85,81.2,98.405,888.0,2.86,2.32,0.2,4071528.0,17144.281,102.4911,3.87,0.41,0.3,12.28
2014-01-16,16654.247,235.961,102.278,109.7,0.25,161.928,6.6,1845.89,2.86,2.45,2.82,2.25,0.07,235.288,11046.5,1.537,3665.781,1.85,81.2,98.405,888.0,2.86,2.32,0.2,4071528.0,17144.281,102.7122,3.88,0.41,0.3,12.53
2014-01-17,16654.247,235.961,102.278,109.7,0.25,161.928,6.6,1838.7,2.84,2.44,2.79,2.26,0.07,235.288,11046.5,1.537,3665.781,1.85,81.2,98.405,888.0,2.86,2.33,0.19,4071528.0,17144.281,102.748,3.88,0.4,0.3,12.44
2014-01-18,16654.247,235.961,102.278,109.7,0.25,161.928,6.6,1838.7,2.84,2.44,2.79,2.26,0.07,235.288,11046.5,1.537,3665.781,1.85,81.2,98.405,888.0,2.86,2.33,0.19,4071528.0,17144.281,102.748,3.88,0.4,0.3,12.44
2014-01-19,16654.247,235.961,102.278,109.7,0.25,161.928,6.6,1838.7,2.84,2.44,2.79,2.26,0.07,235.288,11046.5,1.537,3665.781,1.85,81.2,98.405,888.0,2.86,2.33,0.19,4071528.0,17144.281,102.748,3.88,0.4,0.3,12.44
2014-01-20,16654.247,235.961,102.278,109.7,0.25,161.928,6.6,1838.7,2.84,2.44,2.79,2.26,0.07,235.288,11077.2,1.537,3665.781,1.85,81.2,98.405,888.0,2.86,2.33,0.19,4071528.0,17144.281,102.748,3.88,0.4,0.3,12.44
2014-01-21,16654.247,235.961,102.278,109.7,0.25,161.928,6.6,1843.8,2.85,2.45,2.81,2.26,0.07,235.288,11077.2,1.537,3665.781,1.85,81.2,98.405,888.0,2.86,2.3,0.2,4071528.0,17144.281,102.8687,3.86,0.4,0.3,12.87
2014-01-22,16654.247,235.961,102.278,109.7,0.25,161.928,6.6,1844.86,2.87,2.43,2.83,2.25,0.07,235.288,11077.2,1.537,3819.261,1.85,81.2,98.405,888.0,2.86,2.3,0.2,4097914.0,17144.281,103.0401,3.82,0.44,0.3,12.84
2014-01-23,16654.247,235.961,102.278,109.7,0.25,161.928,6.6,1828.46,2.79,2.4,2.75,2.13,0.07,235.288,11077.2,1.537,3819.261,1.85,81.2,98.405,888.0,2.86,2.32,0.2,4097914.0,17144.281,103.0506,3.92,0.39,0.3,13.77
2014-01-24,16654.247,235.961,102.278,109.7,0.25,161.928,6.6,1790.29,2.75,2.38,2.71,2.14,0.07,235.288,11077.2,1.537,3819.261,1.85,81.2,98.405,888.0,2.86,2.35,0.2,4097914.0,17144.281,103.0727,4.08,0.37,0.3,18.14
2014-01-25,16654.247,235.961,102.278,109.7,0.25,161.928,6.6,1790.29,2.75,2.38,2.71,2.14,0.07,235.288,11077.2,1.537,3819.261,1.85,81.2,98.405,888.0,2.86,2.35,0.2,4097914.0,17144.281,103.0727,4.08,0.37,0.3,18.14
2014-01-26,16654.247,235.961,102.278,109.7,0.25,161.928,6.6,1790.29,2.75,2.38,2.71,2.14,0.07,235.288,11077.2,1.537,3819.261,1.85,81.2,98.405,888.0,2.86,2.35,0.2,4097914.0,17144.281,103.0727,4.08,0.37,0.3,18.14
2014-01-27,16654.247,235.961,102.278,109.7,0.25,161.928,6.6,1781.56,2.78,2.41,2.73,2.14,0.07,235.288,11114.3,1.537,3819.261,1.85,81.2,98.405,888.0,2.86,2.36,0.19,4097914.0,17144.281,103.1362,4.09,0.37,0.3,17.42
2014-01-28,16654.247,235.961,102.278,109.7,0.25,161.928,6.6,1792.5,2.77,2.39,2.72,2.15,0.07,235.288,11114.3,1.537,3819.261,1.85,81.2,98.405,888.0,2.86,2.35,0.19,4097914.0,17144.281,103.1013,4.08,0.38,0.3,15.8
2014-01-29,16654.247,235.961,102.278,109.7,0.25,161.928,6.6,1774.2,2.69,2.33,2.65,2.14,0.07,235.288,11114.3,1.537,3819.261,1.85,81.2,98.405,888.0,2.86,2.38,0.2,4102138.0,17144.281,103.0869,4.15,0.36,0.3,17.35
2014-01-30,16654.247,235.961,102.278,109.7,0.25,161.928,6.6,1794.19,2.72,2.36,2.7,2.15,0.07,235.288,11114.3,1.537,3819.261,1.85,81.2,98.405,888.0,2.86,2.36,0.22,4102138.0,17144.281,103.3579,4.12,0.36,0.3,17.29
2014-01-31,16654.247,235.961,102.278,109.7,0.25,161.928,6.6,1782.59,2.67,2.33,2.65,2.14,0.07,235.288,11114.3,1.537,3819.261,1.85,81.2,98.405,888.0,2.86,2.4,0.22,4102138.0,17144.281,103.4175,4.21,0.34,0.3,18.41
2014-02-01,16654.247,236.185,102.338,110.1,0.25,162.52700000000002,6.7,1782.59,2.67,2.33,2.65,2.14,0.07,235.547,11114.3,1.537,3819.261,1.41,81.6,99.3374,944.0,2.71,2.4,0.22,4102138.0,17144.281,103.4175,4.21,0.34,0.3,18.41
2014-02-02,16654.247,236.185,102.338,110.1,0.25,162.52700000000002,6.7,1782.59,2.67,2.33,2.65,2.14,0.07,235.547,11114.3,1.537,3819.261,1.41,81.6,99.3374,944.0,2.71,2.4,0.22,4102138.0,17144.281,103.4175,4.21,0.34,0.3,18.41
2014-02-03,16654.247,236.185,102.338,110.1,0.25,162.52700000000002,6.7,1741.89,2.61,2.31,2.56,2.14,0.07,235.547,11112.6,1.537,3819.261,1.41,81.6,99.3374,944.0,2.71,2.39,0.19,4102138.0,17144.281,103.4908,4.28,0.3,0.3,21.44
2014-02-04,16654.247,236.185,102.338,110.1,0.25,162.52700000000002,6.7,1755.2,2.64,2.33,2.58,2.13,0.07,235.547,11112.6,1.537,3819.261,1.41,81.6,99.3374,944.0,2.71,2.41,0.18,4102138.0,17144.281,103.2744,4.31,0.31,0.3,19.11
2014-02-05,16654.247,236.185,102.338,110.1,0.25,162.52700000000002,6.7,1751.64,2.7,2.38,2.63,2.14,0.07,235.547,11112.6,1.537,3789.048,1.41,81.6,99.3374,944.0,2.71,2.42,0.17,4109285.0,17144.281,103.2436,4.28,0.32,0.3,19.95
2014-02-06,16654.247,236.185,102.338,110.1,0.25,162.52700000000002,6.7,1773.43,2.73,2.4,2.66,2.16,0.07,235.547,11112.6,1.537,3789.048,1.41,81.6,99.3374,944.0,2.71,2.4,0.17,4109285.0,17144.281,102.9341,4.21,0.33,0.3,17.23
2014-02-07,16654.247,236.185,102.338,110.1,0.25,162.52700000000002,6.7,1797.02,2.71,2.41,2.63,2.18,0.07,235.547,11112.6,1.537,3789.048,1.41,81.6,99.3374,944.0,2.71,2.42,0.15,4109285.0,17144.281,102.9787,4.2,0.3,0.3,15.29
2014-02-08,16654.247,236.185,102.338,110.1,0.25,162.52700000000002,6.7,1797.02,2.71,2.41,2.63,2.18,0.07,235.547,11112.6,1.537,3789.048,1.41,81.6,99.3374,944.0,2.71,2.42,0.15,4109285.0,17144.281,102.9787,4.2,0.3,0.3,15.29
2014-02-09,16654.247,236.185,102.338,110.1,0.25,162.52700000000002,6.7,1797.02,2.71,2.41,2.63,2.18,0.07,235.547,11112.6,1.537,3789.048,1.41,81.6,99.3374,944.0,2.71,2.42,0.15,4109285.0,17144.281,102.9787,4.2,0.3,0.3,15.29
2014-02-10,16654.247,236.185,102.338,110.1,0.25,162.52700000000002,6.7,1799.84,2.7,2.38,2.63,2.19,0.07,235.547,11148.3,1.537,3789.048,1.41,81.6,99.3374,944.0,2.71,2.42,0.16,4109285.0,17144.281,102.9443,4.16,0.32,0.3,15.26
2014-02-11,16654.247,236.185,102.338,110.1,0.25,162.52700000000002,6.7,1819.75,2.75,2.4,2.7,2.19,0.07,235.547,11148.3,1.537,3789.048,1.41,81.6,99.3374,944.0,2.71,2.39,0.19,4109285.0,17144.281,102.8673,4.08,0.35,0.3,14.51
2014-02-12,16654.247,236.185,102.338,110.1,0.25,162.52700000000002,6.7,1819.26,2.8,2.45,2.75,2.21,0.07,235.547,11148.3,1.537,3789.048,1.41,81.6,99.3374,944.0,2.71,2.36,0.19,4119474.0,17144.281,102.8543,4.01,0.35,0.3,14.3
2014-02-13,16654.247,236.185,102.338,110.1,0.25,162.52700000000002,6.7,1829.83,2.73,2.41,2.7,2.17,0.07,235.547,11148.3,1.537,3789.048,1.41,81.6,99.3374,944.0,2.71,2.39,0.21,4119474.0,17144.281,102.8543,4.07,0.32,0.3,14.14
2014-02-14,16654.247,236.185,102.338,110.1,0.25,162.52700000000002,6.7,1838.63,2.75,2.43,2.73,2.16,0.07,235.547,11148.3,1.537,3789.048,1.41,81.6,99.3374,944.0,2.71,2.38,0.22,4119474.0,17144.281,102.5186,4.03,0.32,0.3,13.57
2014-02-15,16654.247,236.185,102.338,110.1,0.25,162.52700000000002,6.7,1838.63,2.75,2.43,2.73,2.16,0.07,235.547,11148.3,1.537,3789.048,1.41,81.6,99.3374,944.0,2.71,2.38,0.22,4119474.0,17144.281,102.5186,4.03,0.32,0.3,13.57
2014-02-16,16654.247,236.185,102.338,110.1,0.25,162.52700000000002,6.7,1838.63,2.75,2.43,2.73,2.16,0.07,235.547,11148.3,1.537,3789.048,1.41,81.6,99.3374,944.0,2.71,2.38,0.22,4119474.0,17144.281,102.5186,4.03,0.32,0.3,13.57
2014-02-17,16654.247,236.185,102.338,110.1,0.25,162.52700000000002,6.7,1838.63,2.75,2.43,2.73,2.16,0.07,235.547,11179.8,1.537,3789.048,1.41,81.6,99.3374,944.0,2.71,2.38,0.22,4119474.0,17144.281,102.5186,4.03,0.32,0.3,13.57
2014-02-18,16654.247,236.185,102.338,110.1,0.25,162.52700000000002,6.7,1840.76,2.71,2.4,2.66,2.14,0.07,235.547,11179.8,1.537,3789.048,1.41,81.6,99.3374,944.0,2.71,2.4,0.18,4119474.0,17144.281,102.4529,4.01,0.31,0.3,13.87
2014-02-19,16654.247,236.185,102.338,110.1,0.25,162.52700000000002,6.7,1828.75,2.73,2.4,2.67,2.13,0.07,235.547,11179.8,1.537,3883.639,1.41,81.6,99.3374,944.0,2.71,2.41,0.17,4149224.0,17144.281,102.6468,3.95,0.33,0.3,15.5
2014-02-20,16654.247,236.185,102.338,110.1,0.25,162.52700000000002,6.7,1839.78,2.76,2.42,2.71,2.13,0.07,235.547,11179.8,1.537,3883.639,1.41,81.6,99.3374,944.0,2.71,2.39,0.19,4149224.0,17144.281,102.9353,3.92,0.34,0.3,14.79
2014-02-21,16654.247,236.185,102.338,110.1,0.25,162.52700000000002,6.7,1836.25,2.73,2.4,2.68,2.12,0.07,235.547,11179.8,1.537,3883.639,1.41,81.6,99.3374,944.0,2.71,2.38,0.18,4149224.0,17144.281,102.9353,3.9,0.33,0.3,14.68
2014-02-22,16654.247,236.185,102.338,110.1,0.25,162.52700000000002,6.7,1836.25,2.73,2.4,2.68,2.12,0.07,235.547,11179.8,1.537,3883.639,1.41,81.6,99.3374,944.0,2.71,2.38,0.18,4149224.0,17144.281,102.9353,3.9,0.33,0.3,14.68
2014-02-23,16654.247,236.185,102.338,110.1,0.25,162.52700000000002,6.7,1836.25,2.73,2.4,2.68,2.12,0.07,235.547,11179.8,1.537,3883.639,1.41,81.6,99.3374,944.0,2.71,2.38,0.18,4149224.0,17144.281,102.9353,3.9,0.33,0.3,14.68
2014-02-24,16654.247,236.185,102.338,110.1,0.25,162.52700000000002,6.7,1847.61,2.75,2.4,2.7,2.16,0.07,235.547,11174.9,1.537,3883.639,1.41,81.6,99.3374,944.0,2.71,2.38,0.18,4149224.0,17144.281,102.6927,3.85,0.35,0.3,14.23
2014-02-25,16654.247,236.185,102.338,110.1,0.25,162.52700000000002,6.7,1845.12,2.7,2.36,2.65,2.15,0.07,235.547,11174.9,1.537,3883.639,1.41,81.6,99.3374,944.0,2.71,2.38,0.18,4149224.0,17144.281,102.799,3.84,0.34,0.3,13.67
2014-02-26,16654.247,236.185,102.338,110.1,0.25,162.52700000000002,6.7,1845.16,2.67,2.34,2.62,2.16,0.07,235.547,11174.9,1.537,3883.639,1.41,81.6,99.3374,944.0,2.71,2.38,0.18,4159972.0,17144.281,103.0948,3.84,0.33,0.3,14.35
2014-02-27,16654.247,236.185,102.338,110.1,0.25,162.52700000000002,6.7,1854.29,2.65,2.32,2.61,2.16,0.07,235.547,11174.9,1.537,3883.639,1.41,81.6,99.3374,944.0,2.71,2.36,0.2,4159972.0,17144.281,103.0053,3.83,0.33,0.3,14.04
